t	heroX	heroY	hp	enemies	gems	nearest	level
21879	505.1	306.6	7	25	9	104.3	2
21885	504.6	306.8	7	25	9	104.6	2
21892	506.3	306.1	7	25	9	103.0	2
21899	505.9	306.3	7	25	9	103.3	2
21905	505.4	306.5	7	25	9	103.6	2
21911	506.8	305.9	7	25	9	102.3	2
21919	506.2	306.2	7	25	9	102.7	2
21929	505.5	306.5	7	25	9	102.9	2
21937	507.5	305.7	7	25	9	101.3	2
21943	506.7	305.1	7	25	9	102.1	2
21949	508.3	304.5	7	25	9	100.6	2
21955	509.7	304.0	7	25	8	99.3	2
21962	511.1	303.4	7	25	8	97.8	2
21968	512.4	302.9	7	25	8	96.4	2
21974	512.5	302.4	7	25	8	96.1	2
21980	512.7	301.9	7	25	8	95.9	2
21987	512.8	301.4	7	25	8	95.6	2
21993	512.9	301.0	7	25	8	95.3	2
21999	513.0	300.6	7	25	8	95.1	2
22006	513.1	300.2	7	25	8	94.8	2
22012	513.2	298.6	7	25	8	94.9	2
22019	513.3	298.2	7	25	8	94.6	2
22028	513.4	296.1	7	25	8	94.8	2
22036	513.5	295.8	7	25	8	94.5	2
22042	513.6	295.6	7	25	8	94.3	2
22048	513.6	294.3	7	25	8	94.4	2
22054	513.7	294.1	7	25	8	94.1	2
22060	513.8	293.9	7	25	8	93.9	2
22067	513.9	292.5	7	25	8	94.1	2
22073	513.9	292.4	7	25	8	93.8	2
22079	514.0	292.4	7	25	8	93.6	2
22086	514.0	292.3	7	25	8	93.3	2
22092	514.1	292.2	7	25	8	93.0	2
22098	514.2	290.9	7	25	8	93.2	2
22105	514.2	290.9	7	25	8	92.9	2
22111	514.3	290.9	7	25	8	92.7	2
22117	514.3	290.8	7	25	8	92.4	2
22124	514.4	289.6	7	25	8	92.6	2
22130	514.4	289.6	7	25	8	92.3	2
22137	514.4	289.6	7	25	8	92.0	2
22144	514.5	289.6	7	25	8	91.7	2
22151	514.5	289.6	7	25	8	91.4	2
22158	514.6	288.3	7	25	8	91.7	2
22164	514.6	288.4	7	25	8	91.4	2
22171	514.7	288.5	7	25	8	91.1	2
22177	514.7	288.5	7	25	8	90.9	2
22184	514.7	288.6	7	25	8	90.6	2
22191	514.8	287.4	7	25	8	90.8	2
22198	514.8	287.5	7	25	8	90.6	2
22205	514.8	287.6	7	25	8	90.3	2
22211	514.8	287.7	7	25	8	90.0	2
22218	514.9	287.8	7	25	8	89.7	2
22225	514.9	286.6	7	25	8	90.0	2
22232	514.9	286.7	7	26	8	89.7	2
22238	514.9	286.9	7	26	8	89.4	2
22245	515.0	287.0	7	26	8	89.1	2
22252	515.0	287.1	7	26	9	88.8	2
22258	515.0	286.0	7	25	9	89.1	2
22265	515.0	285.0	7	25	9	89.4	2
22271	515.0	284.0	7	25	9	89.7	2
22277	514.3	283.4	7	25	9	90.5	2
22283	514.3	282.4	7	25	9	90.8	2
22290	514.4	281.6	7	25	9	91.0	2
22296	514.4	280.8	7	25	9	90.8	2
22302	514.5	279.9	7	25	9	90.6	2
22308	514.5	279.2	7	25	9	90.5	2
22315	514.5	278.3	7	25	9	90.3	2
22321	513.7	278.0	7	25	9	89.2	2
22328	513.8	277.2	7	25	9	89.1	2
22335	513.9	276.5	7	25	9	89.0	2
22342	513.9	275.7	7	25	9	88.9	2
22349	514.0	275.0	7	25	9	88.8	2
22356	513.2	274.7	7	25	9	87.7	2
22363	513.3	274.1	7	25	9	87.7	2
22370	513.4	273.5	7	25	9	87.7	2
22376	513.4	272.9	7	25	9	87.7	2
22386	512.3	272.7	7	25	9	86.3	2
22393	512.4	272.2	7	25	9	86.3	2
22400	512.6	271.6	7	25	9	86.4	2
22406	512.7	271.2	7	25	9	86.4	2
22413	512.8	270.7	7	25	9	86.5	2
22419	512.9	270.2	7	25	9	86.6	2
22426	512.1	270.2	7	25	9	85.8	2
22433	512.3	269.7	7	25	9	86.0	2
22439	512.4	269.3	7	25	9	86.1	2
22446	512.5	268.9	7	25	9	86.3	2
22452	511.8	268.9	7	25	9	85.5	2
22459	511.9	268.6	7	25	9	85.7	2
22466	512.1	268.2	7	25	9	86.0	2
22472	512.2	267.8	7	25	9	86.2	2
22478	512.3	267.5	7	25	9	86.4	2
22484	511.6	267.6	7	25	9	85.8	2
22491	511.8	267.3	7	25	9	86.0	2
22497	511.9	267.0	7	25	9	86.3	2
22504	512.1	266.6	7	25	9	86.7	2
22511	512.2	266.4	7	25	9	87.0	2
22518	511.4	266.5	7	25	9	86.3	2
22524	511.6	266.2	7	25	9	86.7	2
22530	511.7	266.0	7	25	9	87.0	2
22537	511.9	265.7	7	25	9	87.5	2
22543	512.0	265.5	7	25	9	87.8	2
22550	512.2	265.2	7	25	9	88.3	2
22559	512.3	264.9	7	25	9	88.9	2
22565	512.5	264.7	7	25	9	89.3	2
22572	512.6	264.5	7	25	9	89.8	2
22578	512.7	264.4	7	25	9	90.2	2
22585	512.8	264.2	7	25	9	91.6	2
22591	512.9	264.0	7	25	9	92.8	2
22596	513.0	263.8	7	25	9	93.9	2
22603	513.1	263.7	7	25	9	95.1	2
22609	513.2	263.5	7	25	9	96.2	2
22616	513.3	263.4	7	26	9	97.5	2
22623	513.4	263.2	7	26	9	98.8	2
22629	513.5	263.1	7	26	9	99.9	2
22638	513.6	262.9	7	26	9	101.6	2
22644	513.7	262.8	7	26	9	102.7	2
23268	513.8	262.5	7	26	8	105.1	3
23274	513.9	262.4	7	26	8	106.1	3
23280	513.9	262.3	7	26	8	107.1	3
23286	514.0	262.2	7	26	8	108.2	3
23293	514.1	262.1	7	26	8	109.3	3
23299	514.1	262.0	7	26	8	109.3	3
23309	514.2	261.9	7	26	8	107.6	3
23315	514.2	261.8	7	26	8	106.6	3
23321	514.3	261.7	7	26	8	105.5	3
23327	514.3	261.6	7	26	8	104.6	3
23334	514.4	261.6	7	26	8	103.6	3
23340	514.4	262.6	7	26	8	103.3	3
23345	514.5	263.6	7	26	8	103.1	3
23352	514.5	264.7	7	26	8	102.9	3
23358	514.5	265.6	7	26	8	102.7	3
23364	514.6	265.3	7	26	8	101.7	3
23370	514.6	266.3	7	26	8	101.5	3
23376	514.6	267.2	7	26	8	101.3	3
23383	514.7	268.1	7	26	8	101.0	3
23389	514.7	269.0	7	26	8	100.8	3
23395	514.7	269.8	7	26	8	100.6	3
23401	514.8	269.4	7	26	8	99.6	3
23407	514.8	270.2	7	26	8	99.3	3
23413	514.8	270.9	7	26	8	99.1	3
23420	514.9	271.6	7	26	8	98.9	3
23426	514.9	272.3	7	26	8	98.7	3
23432	514.9	273.0	7	26	8	98.4	3
23438	514.9	272.5	7	26	8	97.4	3
23444	514.9	273.1	7	26	8	97.2	3
23451	515.0	273.8	7	26	8	97.0	3
23457	515.0	274.4	7	26	8	96.8	3
23462	515.0	275.0	7	26	8	96.6	3
23472	515.0	274.1	7	26	8	95.1	3
23477	515.1	274.6	7	26	8	94.9	3
23484	515.1	275.3	7	26	8	94.6	3
23490	515.1	275.8	7	26	8	94.4	3
23496	515.1	276.3	7	26	9	94.2	3
23503	514.2	277.8	7	25	9	93.8	3
23508	513.5	279.0	7	25	9	93.4	3
23515	512.7	280.3	7	25	9	93.1	3
23521	512.0	281.5	7	25	9	92.8	3
23527	511.4	282.5	7	25	9	92.5	3
23534	510.6	283.8	7	25	9	92.1	3
23540	510.0	284.9	7	25	9	91.8	3
23547	509.3	286.0	7	25	9	91.5	3
23556	508.5	287.4	7	25	9	91.2	3
23563	507.8	288.5	7	25	9	90.9	3
23571	507.2	289.5	7	25	9	90.7	3
23576	506.7	290.3	7	25	9	90.5	3
23583	506.2	291.2	7	25	9	90.3	3
23589	505.7	292.0	7	25	9	90.1	3
23595	505.3	292.7	7	25	9	90.0	3
23602	504.9	293.4	7	25	9	89.9	3
23608	504.4	294.1	7	25	9	89.8	3
23614	504.1	294.8	7	25	9	89.7	3
23620	503.6	295.5	7	26	9	89.6	3
23626	503.3	296.1	7	26	9	89.5	3
23633	502.9	296.7	7	26	9	89.5	3
23640	502.5	297.3	7	26	9	89.4	3
23646	502.2	297.8	7	26	9	89.4	3
23652	501.9	298.4	7	26	9	89.4	3
23658	501.6	298.8	7	26	9	89.5	3
23664	501.3	299.3	7	26	9	89.5	3
23671	501.0	299.8	7	26	9	89.5	3
23677	500.8	300.2	7	26	9	89.6	3
23685	500.5	300.8	7	26	9	89.7	3
23692	500.2	301.2	7	26	9	89.8	3
23698	499.9	301.6	7	26	9	90.0	3
23704	499.7	302.0	7	26	9	90.1	3
23710	499.5	302.4	7	26	9	90.2	3
23720	499.2	302.9	7	26	9	90.5	3
23729	498.9	303.4	7	26	9	90.8	3
23736	498.7	303.7	7	26	9	91.0	3
23742	498.5	304.0	7	26	9	92.0	3
23748	498.4	304.3	7	26	9	93.0	3
23755	498.2	304.6	7	26	9	94.1	3
23762	498.0	304.9	7	26	9	95.1	3
23771	497.8	305.2	7	26	9	96.4	3
23777	497.7	305.5	7	26	9	96.5	3
23785	497.5	305.8	7	26	9	95.0	3
23792	497.3	306.0	7	26	9	93.6	3
23799	497.2	306.2	7	26	9	92.3	3
23805	497.1	306.4	7	26	9	91.1	3
23811	497.0	306.6	7	26	9	89.9	3
23818	496.8	306.8	7	26	9	88.7	3
23824	496.7	305.3	7	26	9	89.2	3
23830	496.6	305.5	7	26	9	88.1	3
23837	496.5	305.8	7	26	9	86.9	3
23843	497.3	304.0	7	26	9	87.8	3
23849	497.2	304.3	7	26	9	86.7	3
23855	497.9	302.6	7	26	9	87.7	3
23861	497.7	302.9	7	26	9	86.6	3
23867	498.5	301.1	7	26	9	87.6	3
23874	498.3	301.5	7	26	9	86.5	3
23880	498.1	301.9	7	26	9	85.4	3
23886	498.9	300.1	7	26	9	86.4	3
23892	498.7	300.5	7	26	9	85.4	3
23899	499.4	298.7	7	26	8	86.5	3
23906	500.1	297.1	7	26	8	87.6	3
23912	500.7	295.7	7	26	8	88.5	3
23919	501.3	294.2	7	26	8	89.5	3
23925	501.8	292.9	7	26	8	90.5	3
23931	502.4	292.8	7	26	8	90.2	3
23941	503.2	292.6	7	27	8	89.8	3
23948	503.7	292.5	7	27	8	89.5	3
23954	504.2	292.4	7	27	8	89.3	3
23961	504.6	291.2	7	27	8	90.2	3
23967	505.0	291.1	7	27	8	89.9	3
23974	505.5	291.1	7	27	8	89.7	3
23980	505.9	291.0	7	27	8	89.4	3
23987	506.3	291.0	7	27	8	89.1	3
23993	506.6	290.9	7	27	8	88.9	3
24000	507.0	290.9	7	27	8	88.6	3
24006	507.3	290.9	7	27	8	88.3	3
24012	507.6	290.8	7	27	8	88.1	3
24019	506.7	290.8	7	27	9	87.8	3
24025	506.2	289.9	7	26	9	88.4	3
24031	505.7	289.1	7	26	9	89.1	3
24038	505.3	288.3	7	26	9	89.7	3
24044	504.9	287.6	7	26	9	90.3	3
24051	504.4	286.7	7	26	9	91.1	3
24057	504.8	285.7	7	26	9	92.0	3
24063	505.2	284.8	7	26	9	92.9	3
24069	505.6	283.8	7	26	9	93.9	3
24075	505.2	283.2	7	26	9	94.5	3
24082	504.7	282.6	7	26	9	95.2	3
24089	505.2	281.7	7	26	9	96.2	3
24094	505.5	280.9	7	26	9	97.2	3
24101	506.0	280.0	7	26	9	98.2	3
24107	506.3	279.3	7	26	9	99.1	3
24113	506.7	278.5	7	26	9	100.0	3
24120	507.0	277.7	7	26	9	101.1	3
24126	507.3	277.1	7	26	9	102.0	3
24132	507.6	276.4	7	26	9	102.9	3
24138	508.0	275.8	7	26	9	102.4	3
24144	508.2	275.1	7	26	9	101.1	3
24151	508.5	274.5	7	26	9	99.7	3
24158	508.8	273.9	7	26	9	98.2	3
24164	510.0	275.4	7	26	9	99.2	3
24171	510.2	274.7	7	26	9	97.8	3
24177	511.2	276.1	7	26	9	98.6	3
24184	511.4	275.4	7	26	9	97.1	3
24190	512.4	276.8	7	26	9	98.0	3
24197	512.5	276.2	7	26	9	96.8	3
24203	513.5	277.7	7	26	9	97.8	3
24209	513.6	277.0	7	26	9	96.5	3
24217	513.7	276.2	7	26	9	95.0	3
24223	514.7	277.7	7	26	9	96.0	3
24230	514.7	277.1	7	26	9	94.8	3
24236	515.7	278.5	7	26	9	95.8	3
24243	515.7	277.8	7	26	9	94.5	3
24250	515.7	277.0	7	26	9	93.1	3
24256	516.5	278.5	7	26	9	94.1	3
24262	516.5	277.8	7	26	9	92.8	3
24269	517.4	279.2	7	26	9	93.9	3
24275	517.3	278.5	7	26	9	92.6	3
24282	517.2	277.7	7	26	9	91.2	3
24289	518.0	279.1	7	26	9	92.3	3
24295	517.9	278.3	7	26	9	91.8	3
24302	517.8	277.6	7	26	9	91.2	3
24310	518.9	279.5	7	26	9	93.6	3
24317	518.8	278.7	7	26	9	93.0	3
24324	518.6	277.9	7	26	9	92.4	3
24330	518.5	277.2	7	26	9	91.8	3
24337	519.3	278.7	7	26	9	93.6	3
24343	519.2	278.0	7	26	9	93.0	3
24350	519.0	277.3	7	26	9	92.3	3
24356	519.8	278.7	7	27	9	93.9	3
24362	519.6	278.0	7	27	9	93.3	3
24369	519.4	277.2	7	27	9	92.5	3
24375	520.1	278.5	7	27	9	93.9	3
24381	519.9	277.8	7	27	9	93.3	3
24388	519.7	277.0	7	27	9	92.4	3
24394	520.4	278.3	7	27	9	93.9	3
24403	520.2	277.4	7	27	9	92.9	3
24410	520.0	276.7	7	27	9	92.0	3
24417	520.8	278.3	7	27	9	93.8	3
24424	521.4	279.7	7	27	8	95.2	3
24431	521.2	281.5	7	27	8	96.5	3
24438	521.0	281.8	7	27	8	96.6	3
24443	520.7	282.1	7	27	8	96.7	3
24450	520.5	282.4	7	27	8	96.9	3
24456	520.3	282.7	7	27	8	97.0	3
24462	520.2	283.0	7	27	8	97.1	3
24469	520.0	283.3	7	27	8	97.2	3
24475	519.8	283.5	7	27	8	97.2	3
24481	519.6	283.8	7	27	8	97.3	3
24488	519.5	284.0	7	27	8	97.4	3
24494	519.3	284.3	7	27	8	97.4	3
24500	519.2	284.5	7	27	8	97.4	3
24507	519.0	284.7	7	27	8	97.4	3
24513	518.9	284.9	7	27	8	97.2	3
24520	518.7	285.1	7	27	8	96.9	3
24526	518.6	285.3	7	27	8	96.7	3
24534	518.5	285.5	7	27	8	96.4	3
24540	518.3	285.7	7	27	8	96.1	3
24546	518.2	285.9	7	27	8	95.9	3
24553	518.1	286.1	7	27	8	95.6	3
24559	518.0	286.2	7	27	8	95.4	3
24566	517.9	286.4	7	27	8	95.1	3
24573	517.8	286.5	7	27	8	95.7	3
24578	517.7	286.6	7	27	8	96.2	3
24585	517.6	286.8	7	27	8	96.7	3
24591	517.6	286.9	7	27	8	97.1	3
24598	517.5	287.0	7	27	8	97.1	3
24605	517.4	287.2	7	27	8	97.0	3
24611	517.3	287.3	7	27	8	96.9	3
24618	516.0	287.4	7	27	8	96.1	3
24624	516.0	287.5	7	27	8	96.0	3
24631	516.0	287.6	7	27	8	95.9	3
24637	514.7	287.7	7	27	8	95.0	3
24643	514.7	287.8	7	27	8	94.9	3
24650	513.4	287.9	7	27	8	94.0	3
24658	513.5	288.0	7	27	8	93.9	3
24664	513.6	288.0	7	27	8	93.8	3
24671	512.4	288.1	7	27	8	92.8	3
24677	512.5	288.2	7	28	8	92.7	3
24684	512.6	288.3	7	28	8	92.6	3
24690	511.5	288.3	7	28	8	91.8	3
24696	511.7	288.4	7	28	8	91.6	3
24703	511.8	288.5	7	28	8	91.5	3
24709	510.8	288.5	7	28	8	90.7	3
24717	511.0	288.6	7	28	8	90.5	3
24723	511.2	288.7	7	28	8	90.4	3
24729	510.3	288.7	7	28	8	89.6	3
24736	510.5	288.8	7	28	8	89.4	3
24742	509.5	288.8	7	28	8	88.6	3
24749	509.8	288.9	7	28	8	88.5	3
24756	510.0	288.9	7	28	8	88.3	3
24762	509.0	288.9	7	28	8	87.5	3
24769	509.3	289.0	7	28	8	87.4	3
24775	509.6	289.0	7	28	8	87.2	3
24782	508.5	289.1	7	28	8	86.3	3
24789	508.8	289.1	7	28	8	86.1	3
24796	509.1	289.1	7	28	8	85.9	3
24804	507.9	289.2	7	28	8	84.9	3
24811	508.2	289.2	7	28	8	84.7	3
24818	508.6	289.3	7	28	8	84.5	3
24825	507.6	289.3	7	28	9	94.0	3
24831	507.1	288.5	7	27	9	93.3	3
24837	506.6	287.7	7	27	9	92.1	3
24843	506.1	287.0	7	27	9	90.9	3
24850	505.6	286.2	7	27	9	89.6	3
24856	505.1	285.5	7	27	9	88.3	3
24862	504.7	284.9	7	27	9	87.2	3
24869	504.3	284.2	7	27	9	85.8	3
24875	503.9	283.6	7	27	9	84.6	3
24881	503.5	283.1	7	27	9	83.4	3
24888	503.2	282.5	7	27	9	82.1	3
24894	502.8	281.9	7	27	9	80.8	3
24901	502.4	281.3	7	27	9	79.3	3
24908	502.1	280.8	7	27	9	78.0	3
24915	501.7	280.3	7	27	9	76.6	3
24922	501.4	279.8	7	27	9	75.1	3
24929	501.1	279.3	7	27	9	73.7	3
24937	500.7	278.8	7	27	9	72.1	3
24943	501.4	278.0	7	27	9	70.8	3
24951	502.1	277.1	7	27	9	69.3	3
24961	504.2	279.2	7	27	9	70.9	3
24969	503.7	278.7	7	27	9	69.4	3
24979	504.5	277.6	7	27	9	67.4	3
24986	506.1	279.2	7	27	9	68.7	3
24993	506.4	278.5	7	27	9	67.6	3
25000	506.8	277.7	7	27	9	66.2	3
25006	508.1	279.1	7	27	9	67.3	3
25013	508.4	278.4	7	27	9	66.1	3
25020	508.7	277.5	7	27	9	64.7	3
25026	509.8	278.9	7	28	9	65.7	3
25034	510.1	278.1	7	28	9	64.4	3
25041	510.3	277.2	7	28	9	62.9	3
25048	511.5	278.7	7	28	9	64.1	3
25055	511.7	277.9	7	28	9	62.8	3
25061	511.8	277.2	7	28	9	61.7	3
25068	512.9	278.7	7	28	10	110.7	3
25074	512.2	278.3	7	27	10	111.4	3
25080	511.5	278.0	7	27	10	112.1	3
25087	510.7	277.6	7	27	10	112.9	3
25093	510.1	277.2	7	27	10	113.6	3
25101	509.4	276.8	7	27	10	114.5	3
25108	508.7	276.5	7	27	10	115.4	3
25115	508.0	276.1	7	27	10	116.3	3
25123	507.3	275.7	7	27	10	117.3	3
25130	506.8	275.4	7	27	10	118.2	3
25138	506.2	275.1	7	27	10	119.1	3
25144	505.7	274.9	7	27	10	119.9	3
25152	505.2	274.6	7	27	10	120.8	3
25158	504.7	274.3	7	27	10	121.6	3
25165	504.3	274.1	7	27	10	122.5	3
25172	503.8	273.8	7	27	10	123.4	3
25178	503.5	273.7	7	27	10	124.1	3
25185	503.1	273.5	7	27	10	124.9	3
25190	502.8	273.3	7	27	10	125.7	3
25196	502.4	273.1	7	27	10	126.4	3
25203	502.1	272.9	7	27	10	127.3	3
25209	501.8	272.7	7	27	10	128.1	3
25216	501.5	272.6	7	27	10	128.9	3
25222	502.0	273.3	7	27	10	128.7	3
25228	502.5	273.9	7	27	9	128.4	3
25238	502.0	273.5	7	27	9	129.8	3
25244	501.7	273.4	7	27	9	130.6	3
25251	501.4	273.2	7	27	9	131.5	3
25257	501.1	273.0	7	27	9	132.3	3
25263	500.8	272.8	7	27	9	133.1	3
25270	500.6	272.6	7	27	9	134.0	3
25276	500.3	272.5	7	27	9	134.8	3
25282	500.1	272.3	7	27	9	135.7	3
25289	499.8	272.2	7	27	9	136.5	3
25295	499.6	272.0	7	27	9	137.3	3
25302	499.4	271.9	7	27	9	138.2	3
25308	500.0	271.4	7	27	9	139.1	3
25314	500.6	271.0	7	27	9	140.0	3
25321	501.2	270.5	7	27	9	140.0	3
25327	500.9	270.4	7	27	9	138.9	3
25336	501.8	269.8	7	27	9	138.6	3
25343	502.3	269.4	7	27	9	138.3	3
25349	502.8	269.1	7	27	9	138.1	3
25355	502.5	269.0	7	27	9	137.0	3
25362	503.0	268.7	7	27	9	136.8	3
25368	503.5	268.3	7	27	9	136.6	3
25374	503.2	268.3	7	27	9	135.6	3
25381	503.6	268.0	7	27	9	135.4	3
25387	504.1	267.6	7	27	9	135.2	3
25393	503.7	267.7	7	27	9	134.2	3
25400	504.2	268.6	7	27	9	134.0	3
25406	504.7	269.4	7	27	9	133.7	3
25413	505.1	270.2	7	27	9	133.5	3
25419	505.5	271.0	7	27	9	133.2	3
25428	506.1	272.1	7	27	9	132.9	3
25435	506.5	272.8	7	27	9	132.6	3
25442	506.8	273.5	7	27	9	132.3	3
25448	507.2	274.2	7	28	9	132.1	3
25454	507.5	274.8	7	28	9	131.8	3
25460	507.8	275.3	7	28	9	131.6	3
25466	508.1	275.9	7	28	9	131.3	3
25473	508.4	276.5	7	28	8	131.1	3
25480	507.4	277.1	7	28	8	129.4	3
25487	506.4	277.6	7	28	8	127.7	3
25493	505.5	278.1	7	28	8	126.2	3
25501	504.6	278.7	7	28	8	124.5	3
25507	503.8	279.1	7	28	8	122.9	3
25514	503.1	279.6	7	28	8	121.4	3
25521	502.3	280.0	7	28	8	119.8	3
25527	501.6	280.4	7	28	8	118.3	3
25534	501.0	280.8	7	28	8	116.8	3
25540	500.3	281.2	7	28	8	115.2	3
25546	499.8	281.5	7	28	8	113.8	3
25553	499.1	281.9	7	28	8	112.2	3
25559	500.9	282.2	7	28	8	113.1	3
25566	500.3	282.5	7	28	8	111.6	3
25572	502.2	282.8	7	28	8	112.7	3
25578	503.8	283.1	7	28	8	113.6	3
25585	503.1	283.4	7	28	8	112.1	3
25591	504.8	283.6	7	28	8	113.1	3
25597	504.1	283.9	7	28	8	111.7	3
25604	505.8	284.1	7	28	8	112.7	3
25610	507.3	284.3	7	28	8	113.7	3
25617	506.4	284.6	7	28	8	112.2	3
25623	508.1	284.8	7	28	8	113.2	3
25629	509.5	285.0	7	28	8	114.1	3
25636	508.6	285.2	7	28	8	112.7	3
25642	510.0	285.4	7	28	8	113.6	3
25648	509.1	285.5	7	28	8	112.2	3
25655	510.6	285.7	7	28	8	113.2	3
25660	511.8	285.9	7	28	8	114.1	3
25667	510.7	286.1	7	28	8	112.5	3
25674	512.2	286.2	7	28	8	113.6	3
25680	513.4	286.4	7	28	8	114.5	3
25688	512.0	286.5	7	28	8	112.6	3
25694	513.4	286.7	7	28	8	113.6	3
25701	514.6	286.8	7	28	8	114.6	3
25707	513.5	286.9	7	28	8	113.1	3
25717	515.5	287.1	7	28	8	114.7	3
25723	514.3	287.2	7	28	8	113.2	3
25729	515.5	287.3	7	28	8	114.2	3
25737	516.9	287.5	7	28	9	115.3	3
25743	517.6	288.4	7	27	9	115.8	3
25753	518.8	289.7	7	27	9	116.7	3
25759	519.5	290.6	7	27	9	117.2	3
25765	520.2	291.4	7	27	9	117.8	3
25772	520.9	292.2	7	28	9	118.4	3
25778	521.5	293.0	7	28	9	119.0	3
25785	522.1	293.7	7	28	9	119.6	3
25791	522.7	294.4	7	28	9	120.2	3
25797	523.2	295.1	7	28	9	120.8	3
25804	523.8	295.7	7	28	9	121.5	3
25810	524.3	296.3	7	28	9	122.0	3
25817	524.8	297.0	7	28	9	122.7	3
25823	525.3	297.5	7	28	9	123.3	3
25829	525.8	298.1	7	28	9	124.0	3
25836	526.2	298.6	7	28	9	124.6	3
25842	526.6	299.1	7	28	9	125.3	3
25849	527.0	299.6	7	28	9	125.9	3
25855	527.4	300.1	7	28	9	126.6	3
25861	527.8	300.5	7	28	9	125.7	3
25868	528.2	300.9	7	28	9	124.2	3
25874	527.7	301.7	7	28	9	123.4	3
25880	527.2	302.4	7	28	9	122.5	3
25886	526.8	303.1	7	28	9	121.6	3
25892	526.4	301.5	7	28	9	122.0	3
25898	526.0	300.0	7	28	9	122.4	3
25904	525.6	300.8	7	28	9	121.5	3
25910	525.2	299.2	7	28	9	121.9	3
25917	524.7	297.4	7	28	9	122.4	3
25924	524.4	298.3	7	28	9	121.5	3
25929	524.1	296.8	7	28	9	121.9	3
25936	523.7	295.3	7	28	9	122.3	3
25942	523.4	296.2	7	28	9	121.5	3
25948	523.1	294.8	7	28	9	121.9	3
25954	522.8	293.4	7	28	9	122.3	3
25960	522.6	294.4	7	28	9	121.5	3
25967	522.3	292.9	7	28	9	122.0	3
25973	522.0	291.7	7	28	9	122.4	3
25979	522.6	292.4	7	28	9	121.0	3
25985	522.3	291.1	7	28	9	121.5	3
25991	522.0	290.0	7	28	9	121.9	3
25996	521.8	288.9	7	28	9	122.3	3
26003	521.5	290.1	7	28	9	121.4	3
26009	521.3	288.9	7	28	9	121.8	3
26016	521.1	287.7	7	28	9	122.3	3
26022	520.9	289.0	7	28	9	121.4	3
26028	520.7	287.9	7	28	9	121.8	3
26034	520.5	286.9	7	28	9	122.3	3
26040	520.3	288.1	7	28	9	121.4	3
26046	520.1	287.0	7	28	9	121.8	3
26052	519.9	286.0	7	28	9	122.3	3
26058	519.8	287.2	7	28	9	121.4	3
26064	519.6	286.1	7	28	9	121.9	3
26071	519.4	285.1	7	28	9	122.4	3
26076	519.3	286.3	7	28	9	121.5	3
26083	519.1	285.2	7	28	9	122.0	3
26089	519.0	284.2	7	28	9	122.5	3
26095	518.9	285.4	7	28	9	121.7	3
26104	518.7	284.1	7	28	9	122.3	3
26111	518.6	285.7	7	28	9	121.2	3
26118	518.4	284.6	7	28	9	121.8	3
26124	518.3	283.6	7	28	9	122.3	3
26131	518.2	282.6	7	28	9	122.9	3
26138	518.1	284.1	7	28	8	121.8	3
26144	518.0	283.1	7	28	8	122.4	3
26151	517.9	282.1	7	28	8	122.9	3
26157	517.8	281.3	7	28	8	123.4	3
26163	517.7	280.5	7	28	8	124.0	3
26171	517.6	279.5	7	29	8	124.6	3
26178	517.5	278.7	7	29	8	125.2	3
26185	517.4	277.8	7	29	8	125.9	3
26191	517.3	277.1	7	29	8	126.5	3
26197	517.3	276.4	7	29	8	127.0	3
26204	517.2	275.7	7	29	8	127.7	3
26211	517.1	275.1	7	29	8	128.3	3
26217	517.1	275.7	7	29	8	128.0	3
26224	517.0	276.3	7	29	8	127.7	3
26230	516.9	275.7	7	29	8	128.3	3
26238	516.9	276.3	7	29	8	128.0	3
26244	516.8	276.8	7	29	8	127.8	3
26251	516.8	276.1	7	29	8	128.5	3
26257	516.7	276.6	7	29	8	128.2	3
26263	516.7	277.1	7	29	9	128.0	3
26270	515.3	277.7	7	28	9	128.7	3
26276	514.2	278.1	7	28	9	129.4	3
26282	513.1	278.6	7	28	9	130.0	3
26288	511.9	279.0	7	28	9	130.7	3
26294	511.0	279.4	7	28	9	131.3	3
26302	509.8	279.9	7	28	9	132.0	3
26308	508.8	280.3	7	28	9	131.1	3
26315	507.9	280.7	7	28	9	130.1	3
26324	506.5	281.3	7	28	9	128.7	3
26331	505.7	281.6	7	28	9	127.8	3
26337	504.9	282.0	7	28	9	126.9	3
26343	504.1	282.3	7	28	9	126.1	3
26349	503.4	282.6	7	28	9	125.2	3
26356	502.7	282.8	7	28	9	124.4	3
26362	502.1	283.1	7	28	9	123.6	3
26368	501.4	283.4	7	28	9	122.7	3
26374	500.8	283.6	7	28	9	121.9	3
26380	500.2	283.9	7	28	9	121.1	3
26387	499.6	284.1	7	28	9	120.2	3
26393	499.0	284.4	7	28	9	119.4	3
26401	498.4	284.6	7	28	9	118.5	3
26408	497.8	284.8	7	28	9	117.7	3
26414	497.3	285.0	7	28	9	116.9	3
26422	496.8	285.3	7	28	9	116.0	3
26428	496.3	285.5	7	28	9	115.2	3
26440	496.2	284.3	7	28	9	115.6	3
26451	496.0	283.3	7	28	9	116.0	3
26458	495.5	283.6	7	28	9	115.2	3
26466	495.5	282.9	7	28	9	115.5	3
26472	495.4	282.3	7	28	9	115.8	3
26479	495.3	281.8	7	28	9	116.1	3
26486	494.9	282.1	7	28	9	115.3	3
26495	496.1	280.9	7	28	9	116.7	3
26502	495.6	281.3	7	28	9	116.9	3
